ID;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Z_CostContact;Z_Revenue;Response;Age;DaysCustomer;TotalChild;Monetary;MntPurchase;MntAccepted;clusters
3075;1972;4;1;59973.0;0;0;2013-09-11;47;130;30;168;20;34;0;1;3.0;4.0;7.0;1;0;0;0;0;0;0;3;11;0;42;388;0;382.0;12.0;0;1
4992;1975;3;1;17459.0;1;0;2013-09-19;12;6;4;16;3;10;30;3;3.0;1.0;2.0;7;0;0;0;0;0;0;3;11;1;39;380;1;69.0;10.0;0;0
5252;1969;1;0;23910.0;1;0;2012-10-26;80;16;12;18;7;1;13;1;2.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;45;708;1;67.0;10.0;0;0
7444;1969;3;1;42169.0;1;1;2013-10-19;20;19;0;9;0;0;2;2;1.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;45;350;2;30.0;11.0;0;0
6919;1978;2;1;26224.0;1;0;2013-06-04;39;4;7;15;13;9;15;3;2.0;1.0;3.0;6;0;0;0;0;0;0;3;11;0;36;487;1;63.0;10.0;0;0
3537;1981;1;1;31089.0;1;0;2012-08-17;57;31;3;31;2;8;4;3;3.0;0.0;4.0;8;0;0;0;0;0;0;3;11;0;33;778;1;79.0;12.0;0;0
10277;1961;1;0;30081.0;0;1;2013-02-21;27;36;0;2;0;0;4;1;1.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;53;590;1;42.0;10.0;0;0
2453;1960;1;1;62807.0;0;1;2012-08-31;83;526;28;135;10;21;99;3;5.0;3.0;12.0;5;0;0;0;0;0;0;3;11;0;54;764;1;819.0;20.0;0;2
7972;1955;1;0;72906.0;0;0;2013-09-17;79;400;32;519;71;75;54;1;3.0;4.0;9.0;1;0;0;0;0;0;0;3;11;0;59;382;0;1151.0;14.0;0;1
895;1948;4;1;61467.0;0;2;2012-12-09;69;410;16;114;0;5;49;3;5.0;2.0;10.0;5;0;0;0;0;0;0;3;11;0;66;664;2;594.0;17.0;0;2
1177;1966;3;1;49618.0;1;1;2013-01-26;77;80;3;26;4;2;14;4;3.0;1.0;3.0;7;0;0;0;0;0;0;3;11;0;48;616;2;129.0;11.0;0;0
7141;1986;3;0;21888.0;1;0;2012-12-29;15;88;10;46;2;3;64;4;5.0;1.0;2.0;10;0;0;0;0;0;0;3;11;1;28;644;1;213.0;13.0;0;0
7232;1973;1;0;42429.0;0;1;2014-02-11;99;55;0;6;2;0;4;2;1.0;1.0;3.0;5;0;0;0;0;0;0;3;11;0;41;235;1;67.0;9.0;0;0
8477;1956;1;0;26150.0;2;1;2013-03-11;61;5;1;13;3;5;1;1;1.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;58;572;3;28.0;10.0;0;0
2457;1975;0;1;30801.0;0;1;2012-10-26;23;8;4;5;15;2;11;2;1.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;39;708;1;45.0;10.0;0;0
988;1965;1;1;81168.0;0;0;2014-05-07;84;410;0;592;147;22;22;1;6.0;4.0;7.0;3;0;0;0;1;0;0;3;11;0;49;150;0;1193.0;14.0;1;1
7930;1969;3;0;26877.0;0;0;2013-08-19;74;101;13;76;20;18;40;2;3.0;1.0;6.0;6;0;0;0;0;0;0;3;11;0;45;411;0;268.0;13.0;0;0
4587;1944;3;0;45006.0;0;0;2013-07-18;90;162;25;53;16;0;10;1;3.0;1.0;7.0;3;0;0;0;0;0;0;3;11;0;70;443;0;266.0;11.0;0;0
6682;1973;0;1;18978.0;1;0;2012-12-11;41;2;8;1;4;7;15;1;1.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;41;662;1;37.0;11.0;0;0
6222;1967;1;1;22574.0;2;1;2013-10-28;28;25;0;8;2;0;2;2;2.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;47;341;3;37.0;10.0;0;0
10299;1969;4;0;48240.0;0;0;2012-11-09;73;389;91;248;64;49;41;3;6.0;3.0;13.0;5;0;0;0;0;0;0;3;11;1;45;694;0;882.0;21.0;0;2
3083;1974;1;1;45837.0;1;1;2013-07-26;88;215;13;87;17;17;24;5;6.0;2.0;5.0;7;0;0;0;0;0;0;3;11;0;40;435;2;373.0;14.0;0;2
8953;1965;3;0;35791.0;2;1;2013-05-06;94;27;0;5;0;0;3;2;1.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;49;516;3;35.0;11.0;0;0
1503;1976;4;1;51301.0;1;1;2013-06-03;31;85;1;16;2;1;2;0;0.0;0.0;1.0;1;0;0;0;0;0;0;3;11;0;38;488;2;107.0;2.0;0;0
8650;1978;1;0;54162.0;1;1;2013-03-18;31;5;6;10;6;5;10;1;1.0;0.0;3.0;4;0;0;0;0;0;0;3;11;0;36;565;2;42.0;7.0;0;0
10862;1960;3;1;30522.0;0;1;2012-08-17;6;179;8;83;19;11;26;5;1.0;2.0;9.0;2;0;0;0;0;0;0;3;11;0;54;778;1;326.0;13.0;0;0
2782;1961;4;1;54456.0;0;1;2013-07-11;23;352;0;27;10;0;15;3;6.0;1.0;7.0;6;0;0;0;0;0;0;3;11;0;53;450;1;404.0;14.0;0;2
6941;1971;1;0;31632.0;0;0;2013-07-14;92;17;8;12;11;15;32;1;2.0;1.0;2.0;7;0;0;0;0;0;0;3;11;0;43;447;0;95.0;10.0;0;0
10972;1949;1;0;72298.0;0;0;2014-03-10;52;625;35;169;58;17;35;1;4.0;3.0;6.0;1;0;1;1;0;0;0;3;11;0;65;208;0;939.0;10.0;2;1
10708;1978;2;0;36975.0;1;0;2013-12-28;50;10;6;11;0;4;2;1;1.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;36;280;1;33.0;10.0;0;0
6583;1955;2;1;72635.0;0;0;2013-06-03;54;390;22;323;104;35;107;1;6.0;8.0;6.0;3;0;0;0;1;0;0;3;11;0;59;488;0;981.0;17.0;1;1
3641;1976;1;1;13624.0;1;0;2013-01-20;93;10;2;15;2;1;6;2;2.0;0.0;3.0;6;0;0;0;0;0;0;3;11;0;38;622;1;36.0;9.0;0;0
10156;1975;1;0;84196.0;0;1;2013-06-03;56;215;63;507;231;31;190;1;8.0;4.0;7.0;3;0;0;0;0;0;0;3;11;0;39;488;1;1237.0;14.0;0;1
4299;1960;1;1;70971.0;0;1;2012-09-21;28;1001;17;572;93;125;17;7;11.0;2.0;5.0;7;0;0;0;0;0;0;3;11;1;54;743;1;1825.0;23.0;0;2
3469;1977;4;0;34487.0;1;1;2012-09-06;94;19;18;33;24;1;8;3;3.0;0.0;3.0;9;0;0;0;0;0;0;3;11;0;37;758;2;103.0;12.0;0;0
5063;1977;1;0;28769.0;1;0;2012-12-18;76;41;5;129;10;3;3;3;4.0;1.0;4.0;9;0;0;0;0;0;0;3;11;0;37;655;1;191.0;14.0;0;0
10727;1970;4;1;69084.0;1;0;2013-11-19;43;1181;107;199;39;30;30;2;7.0;3.0;13.0;8;0;0;0;0;0;0;3;11;0;44;319;1;1586.0;24.0;0;1
9624;1958;4;1;65488.0;0;0;2014-06-13;46;603;45;207;36;18;54;1;3.0;4.0;6.0;1;0;0;0;0;0;0;3;11;0;56;113;0;963.0;11.0;0;1
5156;1970;2;1;62466.0;0;1;2014-01-15;13;129;129;259;168;121;83;5;6.0;3.0;12.0;4;0;0;0;0;0;0;3;11;0;44;262;1;889.0;19.0;0;2
4376;1960;2;0;32218.0;0;0;2014-02-15;27;10;24;15;13;1;30;1;2.0;1.0;3.0;7;1;0;0;0;0;0;3;11;1;54;231;0;93.0;11.0;1;0
8923;1973;1;0;83917.0;0;0;2013-04-18;12;514;22;732;42;198;79;1;6.0;7.0;7.0;3;0;0;0;0;0;0;3;11;1;41;534;0;1587.0;17.0;0;1
8461;1962;1;0;46102.0;2;1;2014-03-10;3;14;0;1;0;0;1;1;1.0;0.0;2.0;7;0;0;0;0;0;0;3;11;0;52;208;3;16.0;9.0;0;0
6945;1952;1;0;84574.0;0;0;2013-06-04;72;387;20;713;38;54;163;1;9.0;2.0;11.0;5;0;0;0;0;0;0;3;11;0;62;487;0;1375.0;27.0;0;1
944;1962;1;1;56181.0;0;1;2013-01-08;6;121;103;69;8;44;48;1;4.0;2.0;7.0;4;0;0;0;0;0;0;3;11;0;52;634;1;393.0;13.0;0;0
1907;1950;3;0;63120.0;0;1;2012-09-28;53;965;69;279;54;41;69;5;8.0;4.0;9.0;7;0;0;0;0;0;0;3;11;1;64;736;1;1477.0;20.0;0;2
701;1971;1;1;73691.0;0;1;2013-11-06;58;707;21;250;85;43;73;2;6.0;2.0;8.0;2;1;0;0;0;0;0;3;11;0;43;332;1;1179.0;12.0;1;1
3856;1960;1;1;63381.0;0;1;2012-10-05;78;571;50;142;33;50;159;4;4.0;5.0;13.0;2;0;0;0;0;0;0;3;11;0;54;729;1;1005.0;20.0;0;2
4149;1948;4;1;76140.0;0;0;2014-05-13;57;586;66;653;17;0;26;1;5.0;9.0;6.0;2;0;0;0;0;0;0;3;11;0;66;144;0;1348.0;17.0;0;1
2131;1959;4;0;62859.0;0;1;2012-12-30;37;1063;89;102;16;12;25;4;9.0;4.0;6.0;6;0;0;0;0;0;0;3;11;0;55;643;1;1307.0;16.0;0;2
2942;1964;1;0;45906.0;0;1;2013-05-07;20;305;3;27;4;3;144;2;5.0;4.0;4.0;5;1;0;0;0;0;0;3;11;0;50;515;1;486.0;13.0;1;2
1173;1947;3;1;77632.0;0;0;2013-03-10;73;1200;105;758;0;42;147;1;4.0;2.0;6.0;2;0;1;1;0;0;0;3;11;1;67;573;0;2252.0;10.0;2;1
4381;1971;4;1;46463.0;1;1;2013-08-18;56;163;2;40;8;11;11;7;3.0;1.0;6.0;6;0;0;0;0;0;0;3;11;0;43;412;2;235.0;13.0;0;2
4611;1970;1;1;105471.0;0;0;2013-01-21;36;1009;181;104;202;21;207;0;9.0;8.0;13.0;3;0;0;1;1;0;0;3;11;1;44;621;0;1724.0;24.0;2;1
3376;1970;3;0;55282.0;1;0;2013-12-13;9;125;6;73;8;4;19;1;3.0;1.0;6.0;4;0;0;0;0;0;0;3;11;0;44;295;1;235.0;11.0;0;0
4679;1977;3;1;78710.0;0;1;2014-05-23;42;721;0;152;119;50;50;3;7.0;6.0;12.0;4;0;0;0;0;0;0;3;11;0;37;134;1;1092.0;22.0;0;1
10928;1958;1;1;66886.0;0;1;2013-09-16;28;315;4;62;41;31;146;2;7.0;1.0;7.0;5;0;0;0;0;0;0;3;11;0;56;383;1;599.0;13.0;0;2
4248;1960;3;0;98777.0;0;0;2014-02-17;23;1000;19;711;125;115;38;0;4.0;6.0;9.0;1;0;1;0;0;0;0;3;11;0;54;229;0;2008.0;16.0;1;1
6728;1985;1;1;29103.0;1;0;2012-08-27;38;16;0;17;6;3;6;2;1.0;0.0;3.0;9;0;0;0;0;0;0;3;11;0;29;768;1;48.0;12.0;0;0
6661;1974;1;1;67445.0;0;1;2012-08-12;63;757;80;217;29;80;11;5;9.0;6.0;12.0;6;0;0;0;0;0;0;3;11;0;40;783;1;1174.0;24.0;0;2
4725;1950;4;1;50616.0;0;1;2014-04-13;71;30;2;25;0;1;9;1;1.0;1.0;4.0;2;0;0;0;0;0;0;3;11;0;64;174;1;67.0;7.0;0;0
3277;1955;1;0;49431.0;0;1;2012-08-03;9;219;3;100;26;0;17;2;7.0;1.0;5.0;8;0;0;0;0;0;0;3;11;0;59;792;1;365.0;14.0;0;2
5555;1975;1;0;51301.0;0;0;2014-02-07;81;1;1;1;1;1;1;0;0.0;0.0;0.0;0;0;0;0;0;0;0;3;11;0;39;239;0;6.0;0.0;0;0
2564;1953;1;1;61278.0;0;1;2014-01-04;87;111;3;28;2;6;15;2;3.0;1.0;4.0;6;0;0;0;0;0;0;3;11;0;61;273;1;165.0;11.0;0;0
946;1958;2;1;26490.0;0;0;2012-09-22;92;45;47;52;21;20;25;2;3.0;1.0;5.0;6;0;0;0;0;0;0;3;11;0;56;742;0;210.0;12.0;0;0
3867;1947;4;1;73059.0;0;1;2013-08-31;36;410;112;420;0;82;71;1;9.0;3.0;13.0;4;0;0;0;0;0;0;3;11;0;67;399;1;1095.0;20.0;0;1
6940;1966;4;0;46734.0;1;2;2013-10-21;86;100;1;39;6;1;76;4;3.0;2.0;3.0;6;1;0;0;0;0;0;3;11;0;48;348;3;223.0;11.0;1;0
55;1963;1;1;56253.0;0;1;2012-12-07;83;509;0;65;7;11;5;4;7.0;2.0;9.0;6;0;0;0;0;0;0;3;11;0;51;666;1;597.0;17.0;0;2
7093;1985;1;1;19986.0;1;0;2013-11-14;74;3;6;5;0;2;6;1;0.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;29;324;1;22.0;10.0;0;0
5084;1975;1;0;58330.0;0;1;2013-12-25;87;445;53;213;104;98;151;1;6.0;4.0;13.0;4;0;0;0;0;0;0;3;11;0;39;283;1;1064.0;21.0;0;1
1777;1980;0;1;25965.0;0;0;2012-09-07;29;2;2;11;41;7;11;1;2.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;34;757;0;74.0;11.0;0;0
8162;1956;3;1;14661.0;0;0;2013-01-01;88;4;1;11;6;2;2;1;1.0;0.0;3.0;6;0;0;0;0;0;0;3;11;0;58;641;0;26.0;9.0;0;0
10826;1959;1;1;18690.0;0;0;2012-12-28;77;6;1;7;23;4;19;1;1.0;1.0;2.0;8;0;0;0;0;0;0;3;11;0;55;645;0;60.0;11.0;0;0
8754;1974;4;1;45068.0;0;1;2013-05-16;25;14;0;3;0;0;3;1;1.0;0.0;2.0;7;0;0;0;0;0;0;3;11;0;40;506;1;20.0;9.0;0;0
1987;1987;0;0;21063.0;1;0;2013-09-25;34;1;10;11;19;3;15;2;2.0;0.0;3.0;6;0;0;0;0;0;0;3;11;0;27;374;1;59.0;9.0;0;0
11007;1968;4;1;29187.0;1;0;2013-05-09;43;26;0;6;0;0;2;1;1.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;46;513;1;34.0;11.0;0;0
7426;1971;2;1;54690.0;1;1;2013-11-07;76;111;16;37;7;9;18;3;3.0;1.0;5.0;3;0;0;0;0;0;0;3;11;0;43;331;2;198.0;9.0;0;0
9153;1964;4;1;59304.0;0;1;2013-07-29;81;418;61;428;80;51;10;3;7.0;8.0;10.0;5;0;0;0;0;0;0;3;11;0;50;432;1;1048.0;23.0;0;1
10379;1962;3;0;59247.0;0;2;2013-11-08;87;327;9;122;19;14;83;5;5.0;2.0;9.0;6;0;0;0;0;0;0;3;11;0;52;330;2;574.0;17.0;0;2
9204;1970;1;0;66731.0;0;1;2012-09-12;33;371;159;194;58;106;141;4;4.0;3.0;6.0;3;0;0;0;0;0;0;3;11;0;44;752;1;1029.0;12.0;0;2
3197;1980;1;1;77353.0;0;1;2013-12-16;38;275;59;107;69;101;59;2;6.0;4.0;8.0;4;0;0;0;0;0;0;3;11;0;34;292;1;670.0;16.0;0;2
2920;1975;4;0;52614.0;0;1;2012-12-01;63;789;0;142;12;9;38;2;2.0;4.0;8.0;8;0;0;0;0;0;0;3;11;0;39;672;1;990.0;20.0;0;2
6961;1974;1;1;26751.0;2;0;2014-05-22;26;1;1;5;0;3;1;1;1.0;0.0;2.0;8;0;0;0;0;0;0;3;11;0;40;135;2;11.0;10.0;0;0
4673;1963;4;1;81300.0;0;1;2012-10-30;17;1004;12;145;32;12;36;3;10.0;3.0;5.0;5;0;0;0;1;0;0;3;11;1;51;704;1;1241.0;13.0;1;2
9937;1979;1;0;70337.0;0;0;2014-01-02;75;187;81;149;25;43;91;1;2.0;2.0;12.0;1;0;0;0;0;0;0;3;11;0;35;275;0;576.0;15.0;0;1
8779;1985;2;1;36145.0;1;0;2013-06-16;13;56;4;76;17;1;18;4;4.0;1.0;3.0;9;1;0;0;0;0;0;3;11;1;29;475;1;172.0;13.0;1;0
9596;1980;4;0;65295.0;0;0;2013-12-23;19;365;32;117;34;110;6;1;3.0;3.0;13.0;2;0;0;0;0;0;0;3;11;0;34;285;0;664.0;18.0;0;1
2891;1963;1;0;68118.0;0;1;2013-10-18;51;595;23;123;10;23;154;2;8.0;9.0;4.0;6;0;0;0;0;0;0;3;11;0;51;351;1;928.0;19.0;0;1
4910;1967;1;0;68743.0;0;0;2012-08-30;81;1132;134;384;175;134;115;1;11.0;5.0;13.0;7;0;0;0;0;0;0;3;11;0;47;765;0;2074.0;25.0;0;1
75;1982;2;1;41039.0;0;0;2013-07-25;32;34;11;137;179;61;45;1;8.0;1.0;5.0;8;0;0;0;0;0;0;3;11;0;32;436;0;467.0;14.0;0;2
10120;1955;1;1;38946.0;0;1;2013-10-24;84;116;6;82;6;6;41;2;3.0;1.0;6.0;5;0;0;0;0;0;0;3;11;0;59;345;1;257.0;12.0;0;0
6327;1967;1;1;65777.0;0;0;2013-12-19;87;565;32;435;28;32;54;1;2.0;8.0;6.0;1;0;0;0;0;0;0;3;11;0;47;289;0;1146.0;15.0;0;1
10142;1976;4;0;66476.0;0;1;2013-03-07;99;372;18;126;47;48;78;2;5.0;2.0;11.0;4;0;0;0;0;0;0;3;11;0;38;576;1;689.0;17.0;0;2
9826;1972;4;0;86857.0;0;0;2012-09-12;96;899;102;838;133;102;40;1;5.0;6.0;10.0;2;0;0;0;0;0;0;3;11;1;42;752;0;2114.0;18.0;0;1
1501;1982;4;1;51301.0;0;0;2012-08-04;21;55;16;1622;17;3;4;15;0.0;2.0;1.0;0;0;0;0;0;0;0;3;11;0;32;791;0;1717.0;13.0;0;2
10767;1989;4;1;77845.0;0;0;2014-05-16;40;760;40;480;0;40;26;1;3.0;5.0;12.0;1;0;0;1;1;0;0;3;11;0;25;141;0;1346.0;18.0;2;1
7279;1969;4;1;69476.0;0;0;2013-09-30;3;260;86;559;63;9;67;1;4.0;6.0;4.0;2;0;0;0;0;0;0;3;11;0;45;369;0;1044.0;12.0;0;1
7230;1960;4;0;50611.0;0;1;2012-10-04;98;459;0;24;6;0;4;6;4.0;5.0;7.0;6;0;1;0;0;0;0;3;11;1;54;730;1;493.0;18.0;1;2
143;1970;1;0;61209.0;0;0;2013-08-25;73;466;0;224;119;49;99;1;5.0;3.0;4.0;2;0;0;0;0;0;0;3;11;0;44;405;0;957.0;9.0;0;0
450;1958;3;1;42315.0;0;1;2013-07-12;90;67;15;80;17;11;80;3;1.0;4.0;4.0;3;0;0;0;0;0;0;3;11;0;56;449;1;270.0;11.0;0;0
9316;1952;0;1;13084.0;0;0;2013-11-02;29;2;0;7;3;7;10;1;1.0;0.0;3.0;6;0;0;0;0;0;0;3;11;0;62;336;0;29.0;9.0;0;0
6379;1949;3;0;47570.0;1;1;2013-05-29;3;67;1;20;0;2;31;3;2.0;2.0;2.0;7;0;0;0;0;0;0;3;11;1;65;493;2;121.0;11.0;0;0
9239;1961;3;1;61923.0;0;2;2013-07-26;94;92;4;18;3;3;6;1;2.0;1.0;4.0;3;0;0;0;0;0;0;3;11;0;53;435;2;126.0;8.0;0;0
8315;1995;1;0;34824.0;0;0;2014-03-26;65;4;2;11;2;0;4;1;1.0;0.0;2.0;6;0;0;0;0;0;0;3;11;0;19;192;0;23.0;8.0;0;0
2868;1949;4;0;26518.0;1;1;2013-04-08;33;20;1;28;3;3;2;3;2.0;0.0;3.0;8;0;0;0;0;0;0;3;11;1;65;544;2;57.0;11.0;0;0
10888;1961;1;0;45938.0;0;0;2013-11-03;46;273;11;178;62;83;29;2;8.0;4.0;6.0;6;0;0;0;0;0;0;3;11;0;53;335;0;636.0;16.0;0;2
1277;1960;1;1;78468.0;0;0;2014-04-09;29;434;22;388;104;22;34;1;10.0;7.0;10.0;4;0;0;0;1;0;0;3;11;0;54;178;0;1004.0;21.0;1;1
9977;1973;1;0;78901.0;0;1;2013-09-17;99;321;11;309;33;26;34;3;9.0;3.0;5.0;4;0;0;0;0;0;0;3;11;0;41;382;1;734.0;12.0;0;2
10196;1978;1;1;71427.0;2;0;2014-03-12;26;212;123;177;15;64;23;2;8.0;2.0;8.0;4;0;0;0;0;0;0;3;11;0;36;206;2;614.0;14.0;0;2
6384;1978;1;0;71022.0;0;1;2014-02-11;30;909;12;278;0;12;242;3;5.0;2.0;11.0;8;1;0;0;0;0;0;3;11;0;36;235;1;1453.0;21.0;1;1
8029;1988;3;0;90247.0;0;0;2014-04-29;27;1184;32;352;21;16;16;1;3.0;4.0;7.0;1;0;1;1;1;0;0;3;11;1;26;158;0;1621.0;12.0;3;1
968;1968;3;0;41335.0;1;0;2013-12-26;24;112;19;21;16;14;5;3;4.0;1.0;4.0;7;0;0;0;0;0;0;3;11;0;46;282;1;187.0;12.0;0;0
6988;1986;1;1;71952.0;1;0;2013-01-10;93;656;80;455;52;107;93;2;8.0;4.0;8.0;4;1;0;1;0;0;0;3;11;0;28;632;1;1443.0;16.0;2;1
4472;1970;4;0;35682.0;1;0;2014-06-27;34;23;0;8;6;2;18;1;1.0;1.0;3.0;2;0;0;0;0;0;0;3;11;0;44;99;1;57.0;6.0;0;0
6991;1951;1;0;43185.0;0;1;2013-04-10;88;537;6;42;16;6;30;2;9.0;3.0;6.0;8;0;0;0;0;0;0;3;11;0;63;542;1;637.0;17.0;0;2
3336;1948;4;1;66375.0;0;1;2013-11-21;96;712;0;45;0;0;191;3;2.0;4.0;5.0;7;1;0;0;0;0;0;3;11;0;66;317;1;948.0;16.0;1;1
4301;1971;3;1;35178.0;1;0;2013-01-10;10;23;1;13;2;2;18;1;1.0;1.0;2.0;7;1;0;0;0;0;0;3;11;1;43;632;1;59.0;10.0;1;0
1940;1986;1;1;25252.0;1;0;2013-07-12;26;1;3;4;2;2;6;1;1.0;0.0;2.0;8;0;0;0;0;0;0;3;11;0;28;449;1;18.0;10.0;0;0
1272;1965;3;0;55250.0;0;1;2012-10-21;49;664;58;83;32;0;66;4;7.0;5.0;10.0;5;0;0;0;0;0;0;3;11;0;49;713;1;903.0;20.0;0;2
1388;1975;1;0;33249.0;1;0;2013-02-20;11;6;10;21;19;14;42;2;2.0;1.0;3.0;6;0;0;0;0;0;0;3;11;0;39;591;1;112.0;10.0;0;0
1044;1953;1;1;58398.0;0;0;2013-05-14;44;299;5;201;21;21;49;3;5.0;4.0;8.0;4;0;0;0;0;0;0;3;11;0;61;508;0;596.0;16.0;0;2
6969;1982;1;1;50272.0;1;0;2013-08-07;75;99;13;66;43;8;4;3;4.0;1.0;5.0;7;0;0;0;0;0;0;3;11;0;32;423;1;233.0;13.0;0;0
10479;1975;4;1;76618.0;0;0;2012-12-07;64;749;40;294;121;160;147;1;3.0;2.0;5.0;1;0;0;0;0;0;0;3;11;0;39;666;0;1511.0;8.0;0;1
3619;1960;2;0;87305.0;0;0;2012-09-23;19;345;25;501;63;138;80;1;5.0;3.0;8.0;2;0;0;1;0;0;0;3;11;1;54;741;0;1152.0;13.0;1;1
1715;1978;1;1;25851.0;1;0;2013-02-11;45;9;4;18;7;5;5;2;2.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;36;600;1;48.0;10.0;0;0
10159;1970;1;0;58710.0;0;1;2013-03-31;77;440;81;368;0;122;174;6;11.0;5.0;9.0;6;0;0;0;0;0;0;3;11;0;44;552;1;1185.0;20.0;0;2
1463;1958;1;0;45160.0;1;1;2014-03-29;9;8;2;5;3;0;3;1;1.0;0.0;2.0;7;0;0;0;0;0;0;3;11;0;56;189;2;21.0;9.0;0;0
5114;1965;3;1;74806.0;0;1;2012-12-19;1;670;9;249;0;28;9;2;5.0;4.0;5.0;4;0;0;0;0;0;0;3;11;0;49;654;1;965.0;13.0;0;2
4990;1954;1;1;59111.0;0;0;2013-05-02;90;524;0;134;28;28;155;1;11.0;1.0;8.0;7;0;0;0;0;0;0;3;11;0;60;520;0;869.0;16.0;0;2
4329;1984;4;1;18988.0;1;0;2014-05-23;43;6;0;6;2;1;1;2;1.0;0.0;3.0;7;0;0;0;0;0;0;3;11;0;30;134;1;16.0;10.0;0;0
10936;1965;1;1;72190.0;0;0;2013-02-13;79;597;166;597;172;166;249;1;5.0;6.0;4.0;3;0;0;0;0;0;0;3;11;0;49;598;0;1947.0;13.0;0;1
4692;1976;1;1;7500.0;1;0;2012-08-01;19;7;0;12;13;7;32;5;4.0;1.0;2.0;9;1;0;0;0;0;0;3;11;1;38;794;1;71.0;12.0;1;0
7212;1966;1;1;44794.0;0;1;2014-06-08;99;54;0;7;0;0;4;1;2.0;0.0;3.0;6;0;0;0;0;0;0;3;11;0;48;118;1;65.0;9.0;0;0
6086;1955;1;1;80395.0;0;0;2013-11-23;62;445;25;706;80;76;48;1;6.0;5.0;12.0;2;0;0;0;1;0;0;3;11;0;59;315;0;1380.0;19.0;1;1
437;1976;3;0;75012.0;0;0;2014-01-25;41;294;142;218;164;58;151;1;3.0;8.0;11.0;1;0;0;0;0;0;0;3;11;0;38;252;0;1027.0;20.0;0;1
11171;1965;3;1;56962.0;2;1;2013-10-11;60;292;3;77;10;3;26;7;6.0;3.0;5.0;7;0;0;0;0;0;0;3;11;0;49;358;3;411.0;15.0;0;2
11101;1991;1;1;89891.0;0;0;2013-04-15;17;412;22;132;59;28;183;1;11.0;6.0;8.0;4;0;0;1;0;0;0;3;11;0;23;537;0;836.0;18.0;1;1
5329;1949;4;0;35946.0;1;1;2013-09-27;24;8;0;3;0;0;0;1;0.0;0.0;3.0;5;0;0;0;0;0;0;3;11;0;65;372;2;11.0;8.0;0;0
610;1953;4;1;53593.0;1;1;2012-08-07;60;349;4;78;6;0;43;8;7.0;2.0;6.0;8;0;0;0;0;0;0;3;11;0;61;788;2;480.0;16.0;0;2
9384;1978;1;1;66373.0;1;1;2013-06-12;57;328;9;124;12;24;109;7;4.0;2.0;10.0;3;0;0;0;0;0;0;3;11;0;36;479;2;606.0;15.0;0;2
5956;1948;4;0;45072.0;1;2;2013-10-16;74;144;2;99;7;2;30;5;6.0;1.0;4.0;8;0;0;0;0;0;0;3;11;0;66;353;3;284.0;13.0;0;2
10430;1973;1;0;89694.0;1;1;2013-10-09;22;1126;28;211;37;28;42;3;4.0;3.0;4.0;5;0;1;1;1;0;0;3;11;0;41;360;2;1472.0;12.0;3;1
7875;1949;1;1;72025.0;0;0;2014-04-29;46;967;0;617;43;50;0;1;4.0;8.0;13.0;2;0;1;1;1;0;0;3;11;1;65;158;0;1677.0;23.0;3;1
7072;1973;1;1;67432.0;0;1;2013-03-29;69;432;79;341;177;136;170;2;8.0;5.0;4.0;4;0;0;0;0;0;0;3;11;0;41;554;1;1335.0;13.0;0;2
6255;1952;3;1;70545.0;0;1;2014-06-03;29;138;39;63;55;18;21;1;4.0;1.0;7.0;2;0;0;0;0;0;0;3;11;0;62;123;1;334.0;10.0;0;0
6516;1989;0;1;17487.0;1;0;2013-03-18;37;0;0;1;7;4;6;1;1.0;0.0;2.0;7;0;0;0;0;0;0;3;11;0;25;565;1;18.0;9.0;0;0
5564;1969;1;1;62882.0;0;1;2012-08-09;26;509;133;497;78;24;97;2;7.0;5.0;6.0;4;0;0;0;0;0;0;3;11;0;45;786;1;1338.0;15.0;0;2
5682;1953;4;0;64108.0;0;1;2013-03-23;8;948;10;86;13;21;21;4;6.0;9.0;11.0;5;0;0;0;0;0;0;3;11;0;61;560;1;1099.0;25.0;0;1
7458;1956;3;1;34941.0;1;1;2013-03-06;26;39;2;25;4;3;24;2;3.0;0.0;3.0;8;0;0;0;0;0;0;3;11;0;58;577;2;97.0;11.0;0;0
